map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	is_landmark
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_002C04	002C04	002C04_M,a_012m15,h2_12m15a,mtgsp_002c04	37.5	37.5	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_28d22a	h2_28d22a		29.1	29.1	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_5i18a	h2_5i18a		50.2	50.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_21l2a	h2_21l2a		70.4	70.4	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_67a17a	h2_67a17a		0	0	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_145c3d	h2_145c3d		44.3	44.3	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_2M10L	2M10L	R_2M10L	20.6	20.6	CAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_7h20b	h2_7h20b		49.5	49.5	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_10g1c	h2_10g1c		19.2	19.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_69d5a	h2_69d5a		48.8	48.8	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_16a10d	h2_16a10d		63.7	63.7	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_GLO3	GLO3		46.6	46.6	CAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_6k4b	h2_6k4b	006E07	61.9	61.9	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_003G02	003G02	003G02_3,mt013o20,mtgsp_003g02,mth2-13o20	37.7	37.7	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_DK236R	DK236R	A381,pA381	56.1	56.1	CAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_78h5b	h2_78h5b		44.3	44.3	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_75a15a	h2_75a15a		49.5	49.5	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_005F04	005F04	005F04_3,mt011i23,mtgsp_005f04,mth2-11i23	68.2	68.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_003B07	003B07	003B07_F,mt026b08,mt_26b08,mtgsp_003b07	70.4	70.4	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_003F05	003F05		49.5	49.5	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_67l12a	h2_67l12a		50.9	50.9	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_90m14b	h2_90m14b	b_090m14	46.6	46.6	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_006F10	006F10		0	0	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_002H08	002H08		49.9	49.9	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_5i21a	h2_5i21a		56.1	56.1	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_188k3b	h2_188k3b		70.4	70.4	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_71m12b	h2_71m12b	b_071m12	6.2	6.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_30j23f	h2_30j23f		5.8	5.8	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_68l21a	h2_68l21a		16.2	16.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_22g24a	h2_22g24a		59	59	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_002G07	002G07	002G07_F,mt022h08,mt_22h08,mtgsp_002g07	59	59	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_PPDK	PPDK		48.8	48.8	CAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_DK455L	DK455L	A060,pA060	16.2	16.2	CAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_AW256656	AW256656		50.2	50.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_145a1a	h2_145a1a		37.7	37.7	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_174p12b	h2_174p12b	b_174p12	65.3	65.3	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_7i1g	h2_7i1g		68.2	68.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_MTIC75	MTIC75		20.4	20.4	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_004E07	004E07	004E07_F,mt004e07,mt_004e07,mtgsp_004e07,mtgsp_004e07(2)	49.5	49.5	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_002E11	002E11		67.5	67.5	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_CDC16	CDC16		38.3	38.3	CAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_003D12	003D12	003D12_M,c_020h06,mtgsp_003d12	70.4	70.4	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_003F04	003F04	003F04_F,mt003f04,mtgsp_003f04,mtgsp_003f04(2),mtgsp_003f04(3)	68.2	68.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_10a6b	h2_10a6b		30.2	30.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_106o21a	h2_106o21a		45.9	45.9	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_167a5a	h2_167a5a		-2.2	-2.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_001A06	001A06	mtgsp_001a06	28.8	28.8	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_40H12L	40H12L	R-40H12L	19.9	19.9	CAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_003A04	003A04		65.3	65.3	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_11o23d	h2_11o23d		4	4	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_005H09	005H09	005H09_1,h2_35l19b,mt035l19,mtgsp_005h09,mth2-35l19	69.7	69.7	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_005C09	005C09	005C09_2,mt017p11,mtgsp_005c09,mth2-17p11	30.2	30.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_105a19a	h2_105a19a		50.2	50.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_SUSY	SUSY		65.3	65.3	SNP	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_BF520549	BF520549		16.2	16.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_004E02	004E02		67.5	67.5	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_AI974451	AI974451		28.8	28.8	Marker	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_65b23a	h2_65b23a		11.4	11.4	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_001E12	001E12	001E12_3,mt036d22,mtgsp_001e12,mth2-36d22	21.4	21.4	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_Ms/U336	Ms/U336		15.8	15.8	SNP	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_11e15a	h2_11e15a	a_011e15	13.3	13.3	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_007G01	007G01		13.2	13.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_ENOD16	ENOD16		70.4	70.4	dCAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_GH1	GH1		46.7	46.7	CAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_004D01	004D01	004D01_F,mt014n09,mt_14n09,mtgsp_004d01	1.6	1.6	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_143b7a	h2_143b7a		49.5	49.5	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_33n1b	h2_33n1b	b_033N01	50.9	50.9	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_MTIC103	MTIC103		19.1	19.1	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_56f20a	h2_56f20a		70.4	70.4	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_29h4a	h2_29h4a	a_029h04	31.8	31.8	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_CoA-O	CoA-O	CoAO	50.9	50.9	CAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_7k13f	h2_7k13f		44.9	44.9	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_002B03	002B03	002B03_M,b_010g09,h2_10g9b,mtgsp_002b03	29.5	29.5	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_9d1a	h2_9d1a	a_009d01	64.3	64.3	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_005A09	005A09		61.3	61.3	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_001A04	001A04	mtgsp_001a04	50.9	50.9	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_7g10e	h2_7g10e	006B09	38.3	38.3	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_26g24a	h2_26g24a		50.2	50.2	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_21h11d	h2_21h11d		62.1	62.1	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_69i3a	h2_69i3a		65.3	65.3	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_h2_62m1b	h2_62m1b		32.5	32.5	SSR	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_SDP1	SDP1		31.7	31.7	CAPS	0
MtYoungUMinn2006_8	8	-6.2	76.8	MtYoungUMinn2006_8_002A04	002A04	002A04_M,a_012j08,h2_12j8a,mtgsp_002a04	68.2	68.2	SSR	0
