# this is a legfed-expression file, modified slightly from normalizeddata.txt from PvGEA
#
# 1. source name, PMID, geo, bioProject, sra
Phaseolus vulgaris Gene Expression Atlas	25283805		PRJNA210619	SRP046307
# 2. URL
http://plantgrn.noble.org/PvGEA/
# 3. description
Phaseolus vulgaris L., or common bean, is an important source of proteins, micronutrients and calories for over three hundred million people worldwide. The high levels of dietary protein in bean seeds (between 20 and 25%) and micronutrients complement the high carbohydrates found in maize and cassava (Broughton et al., 2003). In addition to their important contribution to human health, legumes are also important contributors to biological Nitrogen (N), contributing approximately 21 million metric tons of N into agricultural lands each year (Herridge et al., 2008) . Despite the international importance of common bean, both in terms of economics and consumption, genetic resources for this species have been lacking. This atlas presents the gene expression patterns of 24 unique samples collected from seven distinct tissues of Phaseolus vulgaris cv. negro jamapa; roots, nodules, leaves, stems, flowers, seeds, and pods. Samples were collected at developmentally important time-points spanning the processes of symbiosis, seed and pod development. Plants were either provided with nutrients via fertilizer or inoculated with either effective or ineffective rhizobium. Plants inoculated with ineffective rhizobium formed nodules, but did not fix N2, resulting in N deficient plants.
# 4. expression unit
RPKM
# 5. number of samples
24
# 6. Sample number, name and description in same order as the columns (adjusted from buggy version on site)
1	FY	Young flowers, collected prior to floral emergence
2	LF	Leaf tissue from fertilized plants collected at the same time of LE and LI
3	L5	Leaf tissue collected 5 days after plants were inoculated with effective rhizoubium
4	LE	Leaf tissue collected 21 days after plants were inoculated with effective rhizobium
5	LI	Leaf tissue collected 21 days after plants were inoculated with ineffective rhizobium
6	N5	Pre-fixing (effective) nodules collected 5 days after inoculation
7	NE	Effectively fixing nodules collected 21 days after inoculation
8	NI	Ineffectively fixing nodules collected 21 days after inoculation
9	P1	Pods between 10 and 11 cm long, associated with stage 1 seeds (pod only)
10	P2	Pods between 12 and 13 cm long associated with stage 2 seeds (pod only)
11	PH	Pods approximately 9cm long, associated with seeds at heart stage (pod only)
12	PY	Young pods, collected 1 to 4 days after floral senescence. Samples contain developing embryos at globular stage
13	RF	Whole roots from fertilized plants collected at the same time as RE and RI
14	R5	Whole roots separated from 5 day old pre-fixing nodules
15	RE	Whole roots separated from fix+ nodules collected 21 days after inoculation
16	RI	Whole roots separated from fix- nodules collected 21 days after inoculation
17	RT	Root tips, 0.5 cm of tissue, collected from fertilized plants at 2nd trifoliate stage of development
18	S1	Stage 1 seeds, between 6 and 7 mm across and approximately 50 mg	
19	S2	Stage 2 seeds, between 8 and 10 mm across and between 140 and 150 mg
20	SH	Heart stage seeds, between 3 and 4 mm across and approximately 7 mg
21	ST	Shoot tip, including the apical meristem, collected at the 2nd trifoliate stage
22	YL	Fully expanded 2nd trifoliate leaf tissue from plants provided with fertilizer
23	YR	Whole roots, including root tips, collected at the 2nd trifoliate stage of development
24	YS	All stem internodes above the cotyledon collected at the 2nd trifoliate stage
# 7. expression data
#GeneID	PVFY	PVL	PVL5	PVLE	PVLI	PVN5	PVNE	PVNI	PVP1	PVP2	PVPH	PVPY	PVR	PVR5	PVRE	PVRI	PVRT	PVS1	PVS2	PVSH	PVST	PVYL	PVYR	PVYS
Phvul.001G179400.1	1	0	3	1	12	11	6	46	2	5	0	0	16	12	10	17	2	2	2	1	2	1	15	3
Phvul.001G179500.1	8	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0
Phvul.001G179600.1	13	9	7	6	18	25	16	17	6	15	18	3	18	11	15	14	20	23	15	36	22	15	10	13
Phvul.001G179700.1	12	18	14	15	13	12	10	18	7	13	11	4	17	14	17	15	19	8	6	12	14	21	17	14
Phvul.001G179800.1	4	1	2	1	3	5	1	3	1	2	4	1	3	3	2	4	5	3	2	5	8	5	2	3
Phvul.001G179900.1	8	1	2	1	0	2	0	0	2	1	31	1	16	6	2	1	6	0	1	1	13	1	2	7
Phvul.001G180000.1	4	2	4	3	3	21	6	5	2	2	4	1	3	2	9	15	3	4	3	4	9	6	2	4
Phvul.001G180100.1	60	48	63	33	106	182	112	144	52	121	98	13	109	100	117	133	71	116	85	89	68	61	78	104
Phvul.001G180200.1	5	2	15	3	16	16	7	45	2	5	2	1	6	9	16	25	5	1	1	2	10	16	12	18
Phvul.001G180300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G180300.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G180400.1	44	554	412	1112	226	10	2	2	217	42	158	169	6	21	6	6	4	22	16	34	199	29	3	76
Phvul.001G180500.1	5	4	17	29	16	4	0	2	2	9	1	0	0	22	11	29	0	0	0	0	9	20	5	7
Phvul.001G180600.1	19	12	30	17	20	36	20	32	10	22	23	6	33	32	32	33	26	14	11	19	32	20	29	31
Phvul.001G180700.1	40	65	59	126	64	56	61	48	32	72	74	13	43	33	39	34	64	97	72	78	68	146	26	63
Phvul.001G180800.1	9	2	5	4	3	13	1	3	2	3	9	4	7	11	4	5	5	5	7	10	28	6	4	14
Phvul.001G180900.1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Phvul.001G181000.1	133	422	354	379	129	106	160	38	58	87	196	38	87	76	68	59	89	97	75	54	118	450	52	128
Phvul.001G181100.1	957	2040	1722	1673	436	686	185	225	882	1378	4588	377	3541	5389	2427	1023	1614	383	472	328	1219	2276	1950	1616
Phvul.001G181200.1	1	1	2	1	0	0	0	0	0	0	1	0	2	4	2	1	2	0	0	0	1	2	2	1
Phvul.001G181300.1	20	9	13	8	2	25	5	6	13	24	42	8	37	40	33	29	45	8	6	5	40	15	27	53
Phvul.001G181400.1	0	1	1	0	9	2	36	14	14	16	3	0	26	20	15	21	1	0	0	0	1	0	14	3
Phvul.001G181500.1	6	1	4	2	5	11	4	7	3	3	5	4	9	5	7	7	12	7	3	8	15	9	6	8
Phvul.001G181600.1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G181700.1	6	3	7	3	8	8	9	14	4	9	6	2	8	5	8	8	7	6	3	6	7	6	4	6
Phvul.001G181800.1	5	3	6	4	10	5	5	12	5	8	5	2	7	7	9	10	7	5	3	4	7	5	8	10
Phvul.001G181900.1	4	4	4	2	7	1	4	11	5	8	5	1	8	4	7	8	4	4	4	3	6	5	6	12
Phvul.001G182000.1	7	4	9	4	15	4	7	28	6	17	10	2	14	10	15	17	9	9	7	8	12	7	12	18
Phvul.001G182100.1	2	7	14	9	11	8	2	1	0	3	0	0	0	2	2	2	2	11	3	21	12	24	1	3
Phvul.001G182200.1	1	130	43	117	123	48	24	19	0	0	0	0	11	22	21	27	16	1	0	1	7	44	22	5
Phvul.001G182300.1	6	3	9	2	67	24	33	40	4	24	0	0	5	8	9	10	2	0	0	0	6	4	12	15
Phvul.001G182400.1	2	41	29	40	55	87	37	62	0	0	0	1	40	95	90	89	64	0	0	1	12	26	86	17
Phvul.001G182500.1	17	10	30	7	164	30	29	55	9	50	1	1	14	14	12	12	6	0	0	0	26	15	13	39
Phvul.001G182600.1	1	0	2	1	11	3	2	4	1	4	0	0	1	1	1	1	0	0	0	0	1	1	1	2
Phvul.001G182700.1	7	0	3	0	4	6	3	13	1	4	3	3	3	4	3	6	3	0	0	1	18	6	3	19
Phvul.001G182800.1	10	4	10	2	11	5	1	4	2	3	8	1	17	13	8	6	23	0	0	0	13	9	9	9
Phvul.001G182900.1	23	12	59	17	228	21	20	158	24	99	6	1	61	90	75	108	17	2	1	6	24	30	38	33
Phvul.001G182900.2	23	12	59	17	228	21	20	157	24	99	6	1	61	90	76	108	17	2	1	6	24	30	38	33
Phvul.001G183000.1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Phvul.001G183100.1	2	1	2	1	0	1	0	0	0	0	0	0	3	6	3	3	0	0	0	0	1	1	4	9
Phvul.001G183200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G183300.1	0	0	0	0	0	1	2	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	4	1
Phvul.001G183400.1	2	5	2	2	1	4	1	1	4	6	8	0	8	11	5	5	8	0	0	0	0	3	6	6
Phvul.001G183500.1	10	7	11	5	21	19	17	25	11	15	14	3	22	22	23	22	17	10	7	13	10	11	23	18
Phvul.001G183600.1	0	0	0	0	0	0	3	0	0	0	0	0	29	18	18	5	15	0	0	0	1	0	40	0
Phvul.001G183700.1	4	3	4	5	2	2	0	1	0	0	5	0	6	11	8	7	1	1	1	2	4	7	7	7
Phvul.001G183800.1	6	1	4	1	7	5	1	3	2	3	5	2	3	2	3	3	2	7	8	9	16	5	2	5
Phvul.001G183900.1	4	0	1	1	0	2	0	0	0	0	1	1	0	0	1	1	1	2	1	9	5	1	0	2
Phvul.001G184000.1	27	10	16	14	33	30	20	44	15	27	25	8	36	23	32	35	36	25	19	37	40	21	27	29
Phvul.001G184100.1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G184200.1	1	1	1	0	2	0	0	1	2	5	1	0	4	3	2	3	0	0	0	0	0	1	2	3
Phvul.001G184300.1	3	2	2	1	6	3	5	8	3	6	4	1	5	4	4	5	2	3	2	3	4	2	3	4
Phvul.001G184300.2	3	2	2	1	6	3	4	8	3	6	4	1	5	4	4	5	2	3	2	3	4	2	3	4
Phvul.001G184400.1	3	2	6	3	6	3	1	5	1	3	3	1	1	4	2	3	2	1	1	5	6	6	1	3
Phvul.001G184500.1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	2	1	2	27	33	12	0	1	1	1
Phvul.001G184600.1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	2	3	8	21	0	1	0	1	0
Phvul.001G184700.1	230	99	237	189	319	722	116	186	117	163	253	163	494	437	381	285	738	675	337	521	473	450	218	283
Phvul.001G184800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0
Phvul.001G184900.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0
Phvul.001G185000.1	10	8	14	10	18	20	28	28	9	17	18	5	19	18	19	19	27	14	11	17	19	13	26	16
Phvul.001G185100.1	0	0	1	1	0	85	558	41	0	0	0	0	30	43	79	55	424	3	6	22	12	2	598	10
Phvul.001G185100.2	0	0	1	1	0	83	546	40	0	0	0	0	30	42	77	54	415	3	5	22	12	2	582	10
Phvul.001G185200.1	9	4	2	2	5	16	8	6	2	3	9	3	9	9	9	6	18	10	5	18	7	4	14	10
Phvul.001G185200.2	10	4	2	2	5	17	9	7	2	4	9	3	10	10	9	6	19	11	6	19	8	4	15	10
Phvul.001G185300.1	2	0	0	0	0	0	1	1	0	0	9	3	1	1	1	1	2	0	0	1	3	1	3	6
Phvul.001G185400.1	54	8	11	7	1	4	1	1	13	11	179	65	15	17	5	6	1	10	8	19	67	11	3	101
Phvul.001G185500.1	1	0	1	1	11	21	7	53	10	25	5	0	74	97	67	56	50	6	5	0	3	1	53	5
Phvul.001G185600.1	2	0	2	1	2	3	1	5	1	1	2	0	4	3	3	6	3	1	1	1	4	3	3	4
Phvul.001G185600.2	2	0	2	1	2	3	1	5	1	1	2	0	3	3	3	6	3	1	1	1	4	3	3	4
Phvul.001G185700.1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	10	8	10	1	5	8	6	4
Phvul.001G185800.1	24	14	25	23	2	8	3	1	2	3	46	7	21	18	35	19	18	1	1	3	36	23	60	65
Phvul.001G185900.1	3	1	3	2	3	4	2	5	2	3	4	1	3	2	3	4	5	3	2	4	6	3	3	3
Phvul.001G186000.1	80	221	146	232	60	96	26	13	7	10	71	45	197	183	101	57	373	135	70	165	114	308	67	19
Phvul.001G186100.1	215	101	233	109	410	543	250	110	105	119	250	87	659	492	381	230	1119	502	276	472	366	318	398	318
Phvul.001G186200.1	155	43	80	55	171	199	115	200	51	123	151	45	215	152	166	189	240	179	109	221	273	157	145	173
Phvul.001G186300.1	36	9	18	11	30	51	25	27	17	23	39	13	34	27	28	33	37	37	28	61	52	26	25	39
Phvul.001G186400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G186500.1	12	4	5	3	3	26	1	3	4	4	12	3	11	9	12	8	15	62	38	21	28	7	6	11
Phvul.001G186600.1	4	3	7	3	8	7	6	15	5	8	7	2	10	7	9	11	8	4	4	6	8	5	6	7
Phvul.001G186700.1	8	4	7	6	8	12	8	13	5	7	9	3	10	7	9	9	11	12	9	12	13	8	8	9
Phvul.001G186800.1	1	1	19	1	4	13	9	25	0	1	1	0	31	45	19	33	22	0	0	1	6	6	33	8
Phvul.001G186900.1	7	1	3	1	4	0	1	126	2	12	5	0	1	2	1	2	1	5	6	5	4	4	3	3
Phvul.001G187000.1	17	8	10	9	3	20	21	18	8	10	12	4	7	10	8	15	1	16	11	15	35	13	2	72
Phvul.001G187100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Phvul.001G187200.1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G187300.1	15	1	1	1	2	8	4	3	7	11	48	9	14	11	8	7	14	6	4	22	21	2	10	2
Phvul.001G187400.1	114	67	136	131	195	191	218	509	44	94	115	37	238	223	335	485	79	70	37	177	221	224	189	143
Phvul.001G187400.2	129	77	153	147	221	220	250	582	50	106	130	41	273	255	384	554	90	80	43	201	253	255	216	164
Phvul.001G187400.3	139	83	168	160	239	235	267	628	54	116	141	46	294	276	416	598	96	87	46	214	271	276	231	177
Phvul.001G187500.1	21	0	2	1	1	4	0	3	0	0	0	1	8	9	8	6	17	1	1	4	60	5	4	1
Phvul.001G187600.1	30	52	38	47	67	17	10	7	34	27	32	12	14	8	15	11	26	96	66	38	39	53	9	32
Phvul.001G187700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Phvul.001G187800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Phvul.001G187900.1	0	0	0	0	0	1	0	0	0	0	0	0	12	9	5	4	9	4	3	20	0	0	7	0
Phvul.001G188000.1	2	1	2	1	2	1	1	2	2	2	2	1	2	1	2	2	2	1	1	1	3	2	1	2
Phvul.001G188000.2	1	1	2	1	1	1	1	2	1	1	2	1	2	1	2	1	1	0	1	1	3	2	1	2
Phvul.001G188100.1	5	3	2	1	1	6	4	3	2	1	3	2	3	2	3	3	4	6	4	6	9	3	3	3
Phvul.001G188100.2	5	3	2	1	1	6	4	3	2	1	4	2	3	2	3	3	4	6	4	6	9	3	3	3
Phvul.001G188100.3	4	3	2	1	1	5	3	2	2	1	3	2	3	2	3	2	4	6	4	6	8	3	2	3
Phvul.001G188200.1	45	25	35	26	68	210	33	47	26	39	69	32	125	138	121	70	245	183	89	128	128	124	65	80
Phvul.001G188300.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	3	1	1	0	0	0
Phvul.001G188300.2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	3	4	1	2	0	0	0
Phvul.001G188400.1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G188500.1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4
Phvul.001G188600.1	21	5	19	6	4	26	8	10	6	11	18	2	43	70	64	63	19	17	17	15	38	11	38	59
Phvul.001G188700.1	25	23	31	21	21	73	244	75	16	38	32	4	71	86	131	80	123	27	24	66	32	48	243	40
Phvul.001G188800.1	87	79	199	149	295	314	186	454	45	198	126	9	131	385	634	635	244	20	21	27	129	211	635	310
Phvul.001G188800.2	79	68	182	135	258	295	170	413	40	176	116	8	121	359	585	581	231	18	19	25	116	192	594	286
Phvul.001G188900.1	2	1	2	2	0	1	0	6	4	9	1	0	6	6	4	4	1	0	0	1	2	2	5	3
Phvul.001G189000.1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	8	1	2	1	1
Phvul.001G189100.1	15	8	16	7	32	32	21	33	10	21	27	5	35	39	31	28	42	30	24	26	27	21	27	31
Phvul.001G189200.1	0	0	0	0	1	0	0	0	0	0	0	0	11	12	12	29	0	0	0	0	10	0	5	0
Phvul.001G189300.1	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	1	1	1	1	0	0
Phvul.001G189400.1	1	0	0	0	0	0	0	0	1	1	5	1	0	0	2	0	1	92	109	1	0	0	1	0
Phvul.001G189500.1	4	2	6	1	5	9	9	10	3	7	12	1	8	11	9	11	22	2	2	5	5	5	17	12
Phvul.001G189600.1	9	16	18	13	22	22	17	19	6	12	17	3	20	23	28	24	24	7	5	11	15	29	25	18
Phvul.001G189600.2	9	14	18	12	22	22	17	19	6	12	15	3	19	22	27	23	23	6	5	10	14	28	24	18
Phvul.001G189700.1	29	74	57	73	31	28	18	17	13	19	37	10	21	15	18	21	19	90	75	39	38	71	8	25
Phvul.001G189800.1	21	14	15	10	8	35	19	13	8	12	25	8	31	31	27	18	42	34	23	24	22	21	21	20
Phvul.001G189900.1	15	39	15	27	43	14	9	15	5	11	16	5	14	13	15	17	13	19	11	17	17	18	7	14
Phvul.001G190000.1	56	20	50	19	66	103	54	88	28	65	66	15	88	78	78	92	85	105	76	103	80	50	51	81
Phvul.001G190100.1	14	4	12	3	2	40	10	4	2	1	10	6	12	22	11	7	22	42	41	26	23	12	7	18
Phvul.001G190200.1	367	201	319	197	430	954	460	350	131	249	491	82	818	1025	782	576	1168	415	244	463	434	458	761	489
Phvul.001G190300.1	5	3	7	4	9	5	3	8	3	7	6	2	5	6	5	5	6	7	6	10	9	7	3	6
Phvul.001G190300.2	5	3	7	4	9	5	3	8	3	7	6	2	5	6	5	5	6	7	6	10	9	7	3	6
Phvul.001G190400.1	2	9	5	4	10	1	3	5	2	3	2	0	2	2	3	4	1	3	2	2	2	5	1	4
Phvul.001G190400.2	2	9	5	4	10	1	3	5	2	3	2	0	2	2	2	4	1	3	2	2	2	5	1	4
Phvul.001G190500.1	0	0	2	1	2	0	1	2	0	1	0	0	4	2	9	7	0	0	0	0	1	3	5	6
Phvul.001G190600.1	22	2	6	3	0	36	1	2	0	1	12	8	18	23	10	9	42	13	7	47	57	13	11	17
Phvul.001G190700.1	7	4	17	2	20	72	130	131	7	37	18	3	60	98	73	108	66	6	7	17	19	11	164	68
Phvul.001G190800.1	16	10	17	8	16	25	17	24	7	17	19	4	22	20	20	22	25	20	18	23	20	15	25	21
Phvul.001G190800.2	19	11	18	9	19	29	20	27	8	19	22	5	27	23	23	25	30	23	22	27	24	17	28	25
Phvul.001G190900.1	10	6	10	7	10	8	6	12	3	6	5	3	10	6	10	11	15	11	3	14	18	14	8	8
Phvul.001G190900.2	10	6	10	7	11	8	6	12	3	6	5	3	10	6	10	11	15	11	3	14	18	14	9	8
Phvul.001G191000.1	5	2	6	2	5	9	4	4	2	5	5	1	6	5	4	6	8	4	3	7	4	5	4	6
Phvul.001G191100.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G191200.1	16	63	51	86	27	4	3	5	7	8	19	8	3	3	3	4	3	12	4	7	24	89	3	15
Phvul.001G191300.1	11	6	6	5	2	19	6	7	4	8	20	3	23	23	15	13	11	10	6	10	18	8	15	16
Phvul.001G191400.1	220	132	206	120	253	598	152	263	108	182	258	101	424	393	345	274	525	398	262	396	463	343	215	233
Phvul.001G191500.1	8	1	2	1	0	16	1	3	1	1	4	5	10	7	9	6	22	5	2	15	20	6	7	6
Phvul.001G191600.1	8	0	1	0	0	1	1	2	0	1	0	0	0	0	1	3	0	0	0	0	1	1	0	1
Phvul.001G191700.1	1321	459	1307	921	1774	4673	542	1002	342	724	1689	486	2950	2827	2107	1659	4870	3153	1932	2823	3042	2327	1407	1779
Phvul.001G191800.1	9	4	9	6	12	11	9	14	5	10	14	2	14	10	11	13	15	8	6	14	15	12	10	13
Phvul.001G191900.1	6	1	1	1	1	4	7	3	7	10	7	1	16	10	7	5	8	23	22	27	12	3	4	9
Phvul.001G192000.1	1	0	5	0	54	2	0	6	0	0	0	0	0	1	3	3	2	0	0	0	4	7	2	1
Phvul.001G192100.1	9	9	13	6	24	17	13	33	8	19	17	3	24	26	23	27	15	12	9	16	15	12	16	15
Phvul.001G192200.1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	6	60	1	0	0	0
Phvul.001G192300.1	7	4	11	4	12	11	6	19	6	13	9	2	10	9	12	13	9	5	4	7	16	11	10	13
Phvul.001G192300.2	7	4	11	4	13	11	6	19	7	13	9	2	10	9	12	14	9	5	4	7	16	11	10	13
Phvul.001G192400.1	52	20	27	22	64	106	30	52	16	47	55	15	67	71	63	56	123	88	51	112	86	62	38	53
Phvul.001G192500.1	10	3	4	3	8	15	7	9	3	9	10	3	12	12	10	9	21	14	8	18	14	9	7	9
Phvul.001G192600.1	12	8	10	6	17	10	13	21	8	19	17	4	19	17	17	19	21	19	13	14	15	14	12	16
Phvul.001G192700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Phvul.001G192800.1	8	2	10	2	14	13	7	11	7	27	8	1	14	14	9	12	14	12	7	20	14	9	10	14
Phvul.001G192900.1	6	0	12	1	11	33	18	50	4	27	4	1	31	123	63	109	22	4	5	1	40	7	24	18
Phvul.001G193000.1	16	9	17	11	32	23	23	32	12	22	17	9	21	14	26	32	20	19	13	20	43	22	15	24
Phvul.001G193000.2	15	9	17	11	32	23	23	32	11	21	17	9	20	14	26	32	20	19	13	20	42	21	15	24
Phvul.001G193000.3	15	9	16	11	32	22	22	30	11	21	17	8	20	14	26	32	20	19	12	20	42	22	14	22
Phvul.001G193000.4	15	9	16	11	31	22	22	30	11	21	17	8	20	14	26	32	20	19	12	20	42	22	14	22
Phvul.001G193100.1	6	0	4	1	0	92	2	2	0	1	1	0	16	26	22	11	79	2	3	2	17	2	28	8
Phvul.001G193200.1	9	10	5	6	21	1	1	0	2	6	2	0	8	7	6	6	11	0	0	0	7	6	6	3
Phvul.001G193300.1	25	5	13	7	9	26	11	28	10	17	24	7	31	21	21	22	51	9	7	24	43	12	25	19
Phvul.001G193400.1	0	0	0	1	1	24	7	57	0	0	0	0	265	239	128	93	163	0	0	0	8	0	100	0
Phvul.001G193500.1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
Phvul.001G193600.1	8	4	5	3	8	10	9	25	6	13	11	2	18	18	16	19	11	5	5	8	10	4	13	12
Phvul.001G193700.1	50	14	12	6	14	2	0	2	4	29	9	3	8	3	4	3	21	47	34	32	45	13	7	2
Phvul.001G193800.1	74	58	95	54	116	149	63	137	29	75	56	8	126	135	148	152	151	88	54	88	98	108	151	89
Phvul.001G193900.1	11	6	6	4	12	18	8	14	4	8	11	2	13	13	9	10	20	20	15	16	17	8	10	9
Phvul.001G194000.1	3	4	4	3	0	1	0	1	1	2	0	1	0	1	0	0	1	2	1	0	7	8	0	0
Phvul.001G194100.1	150	1189	603	808	135	98	27	23	33	50	179	62	50	48	53	45	64	144	71	114	185	1006	32	138
Phvul.001G194200.1	175	1394	764	945	128	105	25	20	36	53	218	73	50	50	53	44	66	152	73	126	214	1169	32	152
Phvul.001G194300.1	19	98	58	90	13	30	7	5	7	9	33	8	11	9	8	8	13	10	7	18	28	110	9	18
Phvul.001G194400.1	14	0	1	0	0	39	13	9	0	0	0	0	4	4	11	11	18	0	0	0	1	0	34	0
Phvul.001G194500.1	17	9	57	19	4	62	14	6	6	9	109	6	26	45	33	45	65	8	9	29	63	60	36	86
Phvul.001G194600.1	1	1	66	11	247	140	100	557	4	11	2	1	20	156	257	305	69	2	0	3	46	66	223	54
Phvul.001G194700.1	2	2	114	20	297	109	30	202	1	11	4	1	5	142	182	210	88	1	0	1	85	138	193	87
Phvul.001G194800.1	0	0	49	14	86	31	10	50	0	7	3	0	2	51	66	77	30	0	0	0	30	57	63	44
Phvul.001G194900.1	2	1	186	52	354	93	39	171	1	26	7	0	7	168	215	270	90	1	0	1	92	198	179	176
Phvul.001G195000.1	37	16	28	19	12	42	31	47	21	23	53	1	466	542	349	255	225	6	1	61	31	21	420	69
Phvul.001G195100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G195200.1	4	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0
Phvul.001G195300.1	4	0	1	1	0	12	0	1	1	0	4	3	6	6	5	3	9	10	5	9	9	2	3	4
Phvul.001G195400.1	14	9	14	8	19	16	16	37	11	28	18	4	27	17	28	25	25	15	11	13	20	16	21	18
Phvul.001G195400.2	12	6	14	7	15	14	14	34	8	25	15	2	23	15	21	20	21	12	9	12	17	14	16	15
Phvul.001G195500.1	29	56	27	37	19	25	8	43	13	20	43	8	48	56	29	43	14	16	17	24	37	39	15	54
Phvul.001G195600.1	21	24	30	33	78	23	24	48	23	45	29	4	34	24	22	30	24	17	13	16	29	41	30	29
Phvul.001G195700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Phvul.001G195800.1	50	49	60	67	198	99	201	120	49	140	80	8	38	28	53	80	1	15	11	8	44	53	21	115
Phvul.001G195900.1	6	4	37	7	5	15	8	11	2	5	7	2	12	13	17	15	23	4	3	6	10	30	30	15
Phvul.001G195900.2	6	4	37	7	5	15	8	11	3	6	8	2	12	13	17	15	23	4	3	6	11	31	31	15
Phvul.001G196000.1	0	0	110	11	20	137	32	63	1	4	6	0	2	226	156	370	28	1	0	0	36	45	90	121
Phvul.001G196100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
Phvul.001G196200.1	8	5	8	5	6	7	7	11	6	10	12	3	10	7	11	12	14	7	5	8	14	8	9	11
Phvul.001G196300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G196400.1	0	0	0	0	0	4	0	1	1	0	0	0	3	9	3	4	0	0	0	0	0	0	3	4
Phvul.001G196500.1	6	6	7	4	3	8	3	2	3	2	5	3	9	7	7	6	9	6	3	7	10	8	5	7
Phvul.001G196600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G196700.1	10	55	50	67	44	8	10	12	6	12	16	5	7	6	6	8	8	10	6	9	15	98	4	14
Phvul.001G196800.1	3	3	14	2	26	559	165	191	19	50	7	1	98	79	133	203	2	3	2	1	8	1	18	8
Phvul.001G196800.2	3	3	14	2	26	557	164	191	19	50	7	1	98	79	133	202	2	3	2	1	8	1	18	8
Phvul.001G196800.3	3	2	14	2	26	554	163	190	18	50	7	1	97	78	132	201	2	3	2	1	7	1	18	8
Phvul.001G196800.4	3	2	13	2	26	490	154	182	18	50	7	1	96	77	123	188	2	3	2	1	7	1	18	8
Phvul.001G196900.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.001G197000.1	16	0	0	0	0	0	0	1	0	0	1	0	16	15	15	15	0	0	0	0	0	0	1	0
Phvul.001G197100.1	2	1	3	1	1	1	0	0	3	1	22	2	2	2	1	1	0	0	0	1	2	2	1	6
Phvul.001G197200.1	4	2	5	3	4	6	4	9	3	5	5	2	7	5	7	7	7	4	3	5	8	5	8	7
