TaxonID	3847	
Sat_309	Seed oleic 6-12	Seed oleic
Sat_309	Seed oleic 6-3	Seed oleic
Sat_310	Pubescence density 2-11	Pubescence density
Sat_312	Drought index 1-2	Drought index
Sat_312	Sclero 7-1	Sclero
Sat_312	Seed daidzein 10-1	Seed daidzein
Sat_312	Seed genistein 10-1	Seed genistein
Sat_312	Seed glycinin to beta-conglycinin ratio 1-1	Seed glycinin to beta-conglycinin ratio
Sat_312	Seed isoflavone 8-1	Seed isoflavone
Sat_312	Seed yield 22-13	Seed yield
Sat_312	Seed yield 22-14	Seed yield
Sat_312	Seed yield 22-2	Seed yield
Sat_315	Branching 3-5	Branching
Sat_315	SDS 13-12	SDS
Sat_315	SDS 13-9	SDS
Sat_315	Seed length 3-2	Seed length
Sat_315	Seed weight 50-4	Seed weight
Sat_317	SDS 15-1	SDS
Sat_318	Seed glycinin 2-6	Seed glycinin
Sat_318	Seed glycinin plus beta-conglycinin 1-8	Seed glycinin plus beta-conglycinin
Sat_318	Seed glycinin to beta-conglycinin ratio 1-3	Seed glycinin to beta-conglycinin ratio
Sat_319	Canopy wilt 1-1	Canopy wilt
Sat_319	SDS 13-13	SDS
Sat_320	Seed genistein 11-6	Seed genistein
Sat_320	Seed genistein 13-9	Seed genistein
Sat_320	Seed isoflavone 11-13	Seed isoflavone
Sat_320	Seed oil 43-25	Seed oil
Sat_320	Seed total isoflavone 9-7	Seed total isoflavone
Sat_322	Seed glycinin plus beta-conglycinin 1-4	Seed glycinin plus beta-conglycinin
Sat_324	Seed linoleic 6-4	Seed linoleic
Sat_324	Seed oil 43-17	Seed oil
Sat_324	Seed oleic 6-4	Seed oleic
Sat_324	Seed protein 36-26	Seed protein
Sat_326	Seed daidzein 13-6	Seed daidzein
Sat_326	Seed oil 42-15	Seed oil
Sat_326	Whitefly resistance 1-7	Whitefly resistance
Sat_326	Whitefly resistance 1-8	Whitefly resistance
Sat_330	Seed daidzein 6-4	Seed daidzein
Sat_330	Seed glycinin plus beta-conglycinin 1-7	Seed glycinin plus beta-conglycinin
Sat_330	Seed yield 22-8	Seed yield
Sat_331	SCN 32-3	SCN
Sat_331	SCN 32-3	SCN
Sat_331	Seed linolenic 6-1	Seed linolenic
Sat_331	Seed oleic 5-1	Seed oleic
Sat_334	Seed genistein 11-5	Seed genistein
Sat_334	Seed isoflavone 11-8	Seed isoflavone
Sat_336	cqSeed oil-016	Seed oil
Sat_336	cqSeed weight-008	Seed weight
Sat_336	cqSeed weight-011	Seed weight
Sat_336	Seed genistein 11-1	Seed genistein
Sat_336	Seed isoflavone 11-3	Seed isoflavone
Sat_337	SCN 36-6	SCN
Sat_337	Seed daidzein 6-1	Seed daidzein
Sat_337	Seed genistein 6-3	Seed genistein
Sat_337	Seed isoflavone 5-1	Seed isoflavone
Sat_337	Seed protein 36-5	Seed protein
Sat_339	Reproductive stage length 9-1	Reproductive stage length
Sat_339	SDS 15-7	SDS
Sat_339	Seed daidzein 6-3	Seed daidzein
Sat_339	Seed isoflavone 5-3	Seed isoflavone
Sat_341	Seed protein 36-38	Seed protein
Sat_341	Seed yield 28-12	Seed yield
Sat_342	Branching 4-2	Branching
Sat_342	Root area 2-2	Root area
Sat_342	Root diameter 1-1	Root diameter
Sat_342	Root diameter 1-2	Root diameter
Sat_342	Root length 1-1	Root length
Sat_342	Root length 1-4	Root length
Sat_343	Drought index 1-1	Drought index
Sat_343	Root area 1-2	Root area
Sat_343	Root length, primary 1-3	Root length, primary
Sat_343	Seed glycinin plus beta-conglycinin 1-2	Seed glycinin plus beta-conglycinin
Sat_344	Seed length to width ratio 1-3	Seed length to width ratio
Sat_344	Seed weight 50-17	Seed weight
Sat_345	Drought index 1-1	Drought index
Sat_345	Seed conglycinin, beta 2-2	Seed conglycinin, beta
Sat_345	Seed glycinin plus beta-conglycinin 1-2	Seed glycinin plus beta-conglycinin
Sat_348	Root width, primary 2-1	Root width, primary
Sat_349	Vegetative period 1-4	Vegetative period
Sat_350	Pod dehiscence 4-2	Pod dehiscence
Sat_350	SCN 38-3	SCN
Sat_350	SCN 38-7	SCN
Sat_350	Seed oil 39-12	Seed oil
Sat_351	Bean pyralid 1-6	Bean pyralid
Sat_351	Canopy wilt 3-11	Canopy wilt
Sat_351	Canopy wilt 6-1	Canopy wilt
Sat_351	Flood tolerance 7-4	Flood tolerance
Sat_351	SDS 13-4	SDS
Sat_351	Seed daidzein 13-10	Seed daidzein
Sat_351	Seed height 2-1	Seed height
Sat_351	Seed weight 51-1	Seed weight
Sat_352	Seed glycinin to beta-conglycinin ratio 1-2	Seed glycinin to beta-conglycinin ratio
Sat_352	Seed oil 36-8	Seed oil
Sat_353	SDS 13-1	SDS
Sat_354	P use efficiency 1-1	P use efficiency
Sat_354	Seed length 4-6	Seed length
Sat_354	Seed length to width ratio 1-11	Seed length to width ratio
Sat_355	Pod maturity 24-11	Pod maturity
Sat_355	Seed linolenic 7-6	Seed linolenic
Sat_356	Drought index 1-8	Drought index
Sat_356	Seed length to width ratio 1-4	Seed length to width ratio
Sat_356	Seed thickness 1-3	Seed thickness
Sat_356	Seed width 4-3	Seed width
Sat_357	Internode length 1-2	Internode length
Sat_357	Internode length 1-2	Internode length
Sat_362	Plant P 3-2	Plant P
Sat_363	Asian Soybean Rust 2-2	Asian Soybean Rust
Sat_363	Chlorophyll flourescence TRo/ABS 1-2	Chlorophyll flourescence TRo/ABS
Sat_363	Pubescence density 2-15	Pubescence density
Sat_364	Root diameter change 1-1	Root diameter change
Sat_364	SCN 32-2	SCN
Sat_364	SCN 32-2	SCN
Sat_365	Leaflet chlorophyll 1-11	Leaflet chlorophyll
Sat_365	Seed protein 36-17	Seed protein
Sat_366	Pod dehiscence 2-1	Pod dehiscence
Sat_366	SCN 40-3	SCN
Sat_367	SCN 36-6	SCN
Sat_368	Canopy wilt 2-3	Canopy wilt
Sat_368	Plant height 37-2	Plant height
Sat_368	Pod number 1-3	Pod number
Sat_368	Seed linolenic 7-5	Seed linolenic
Sat_368	Seed weight 50-17	Seed weight
Sat_370	Seed yield 31-9	Seed yield
Sat_372	Seed genistein 8-5	Seed genistein
Sat_372	Seed glycitein 8-12	Seed glycitein
Sat_372	Seed protein 36-25	Seed protein
Sat_373	SDS 13-5	SDS
Sat_374	Seed oil 39-1	Seed oil
Sat_374	Seed stearic 6-2	Seed stearic
Sat_375	Seed glycitein 9-6	Seed glycitein
Sat_377	Seed calcium 1-1	Seed calcium
Sat_380	Seed genistein 11-3	Seed genistein
Sat_380	Seed glycitein 11-3	Seed glycitein
Sat_380	Seed glycitein 13-4	Seed glycitein
Sat_380	Seed isoflavone 11-10	Seed isoflavone
Sat_380	Seed total isoflavone 9-2	Seed total isoflavone
Sat_380	Seed weight 50-6	Seed weight
Sat_380	Seed weight 50-8	Seed weight
Sat_381	Pod number 1-6	Pod number
Sat_383	Seed tocopherol, delta 1-1	Seed tocopherol, delta
Sat_383	Seed tocopherol, gamma 1-1	Seed tocopherol, gamma
Sat_383	Seed tocopherol, gamma 2-1	Seed tocopherol, gamma
Sat_391	Leaflet chlorophyll 1-13	Leaflet chlorophyll
Sat_391	Seed calcium 1-3	Seed calcium
Sat_391	Seed calcium 1-4	Seed calcium
Sat_394	Seed length 4-5	Seed length
Sat_394	Seed length to width ratio 1-9	Seed length to width ratio
Sat_395	Seed linolenic 7-7	Seed linolenic
Sat_400	SCN 29-5	SCN
Sat_400:A2:49.38	SCN 45-4	SCN
Sat_401	SCN 39-4	SCN
Sat_402	Leaflet chlorophyll 1-9	Leaflet chlorophyll
Sat_402	Reproductive period 1-1	Reproductive period
Sat_403	SCN 37-3	SCN
Sat_404	Seed number 3-2	Seed number
Sat_404	Seed number 3-4	Seed number
Sat_404	Seed protein 36-6	Seed protein
Sat_404	Seed weight 20-2	Seed weight
Sat_406	SCN 33-2	SCN
Sat_406	SCN 33-2	SCN
Sat_409	Pod number 1-4	Pod number
Sat_414	Phytoph 13-3	Phytoph
Sat_414	Seed oil 24-21	Seed oil
Sat_414	Seed oil 43-8	Seed oil
Sat_414	Seed protein 36-10	Seed protein
Sat_414	Seed protein 36-9	Seed protein
Sat_417	Seed protein 36-20	Seed protein
Sat_418	Drought index 1-4	Drought index
Sat_418	Seed glycinin to beta-conglycinin ratio 1-7	Seed glycinin to beta-conglycinin ratio
Sat_418	Seed isoflavone 11-18	Seed isoflavone
Sat_418	Seed oil 42-39	Seed oil
Sat_418	Seed thickness 1-8	Seed thickness
Sat_418	Seed width 4-9	Seed width
Sat_419	Seed conglycinin, beta 2-7	Seed conglycinin, beta
Sat_419	Seed glycinin 2-7	Seed glycinin
Sat_419	Seed glycinin plus beta-conglycinin 1-11	Seed glycinin plus beta-conglycinin
Sat_419	Seed glycinin to beta-conglycinin ratio 1-6	Seed glycinin to beta-conglycinin ratio
Sat_419	Seed oleic 5-3	Seed oleic
Sat_419	Seed thickness 1-8	Seed thickness
Sat_419	Seed width 4-9	Seed width
Sat_419	Seed yield 22-5	Seed yield
Sat_420	Flower number 1-11	Flower number
Sat_420	Pod number 1-10	Pod number
Sat_420	Root morphology 1-5	Root morphology
Sat_421	Flower number 1-12	Flower number
Sat_423	Reproductive stage length 7-1	Reproductive stage length
Sat_423	Seed linolenic 7-3	Seed linolenic
Sat_424	Seed genistein 7-2	Seed genistein
Sat_424	Seed oil 43-5	Seed oil
Sat_459	Seed glycitein 11-2	Seed glycitein
Sat-062	SDS 13-6	SDS
Sat052	Root area development 1-1	Root area development
Sat052	Root area development 1-2	Root area development
Sat052	Root length 1-3	Root length
Sat052	Root length development 1-1	Root length development
Sat052	Root length development 1-2	Root length development
Sat252	Seed Ile 1-4	Seed Ile
Sat305	Seed oil 24-21	Seed oil
Sat458	Root P 1-1	Root P
Sat567	Seed Ser 1-6	Seed Ser
Satg001	Seed coat hardness 3-3	Seed coat hardness
Satg001	Seed weight 50-12	Seed weight
Satg001	Seed winter hardiness 2-3	Seed winter hardiness
Satt_238	Pod maturity 34-3	Pod maturity
Satt001	Seed oil 37-10	Seed oil
Satt001	Seed protein 33-3	Seed protein
Satt001	Seed yield 29-1	Seed yield
Satt002	Canopy wilt 1-3	Canopy wilt
Satt002	Seed height 1-8	Seed height
Satt002	Seed height 1-8	Seed height
Satt002	Seed Leu 1-3	Seed Leu
Satt002	Seed linoleic 6-6	Seed linoleic
Satt002	Seed Met plus Cys 1-1	Seed Met plus Cys
Satt002	Seed weight 18-2	Seed weight
Satt002	Seed weight 49-10	Seed weight
Satt002	Seed yield 21-6	Seed yield
Satt002	Seed yield 5-2	Seed yield
Satt005	Lodging 27-5	Lodging
Satt005	Phytoph 6-2	Phytoph
Satt005	Plant height 35-5	Plant height
Satt005	Pod maturity 28-1	Pod maturity
Satt005	Seed oil 38-3	Seed oil
Satt005	Seed yield 28-10	Seed yield
Satt006	First flower 3-3	First flower
Satt006	Leaflet length 2-1	Leaflet length
Satt006	Lodging 3-1	Lodging
Satt006	Photoperiod insensitivity 3-2	Photoperiod insensitivity
Satt006	Plant height 3-1	Plant height
Satt006	Plant height to Lodging ratio 3-2	Plant height to Lodging ratio
Satt006	Pod maturity 24-10	Pod maturity
Satt006	Pod maturity 4-3	Pod maturity
Satt006	SDS 9-2	SDS
Satt006	Seed height 1-11	Seed height
Satt006	Seed height 1-11	Seed height
Satt006	Seed oil 3-1	Seed oil
Satt006	Seed protein 2-2	Seed protein
Satt006	Seed volume 1-8	Seed volume
Satt006	Seed volume 1-8	Seed volume
Satt006	Seed weight 13-9	Seed weight
Satt006	Seed width 1-8	Seed width
Satt006	Seed width 1-8	Seed width
Satt006	Seed yield to Plant height ratio 1-1	Seed yield to Plant height ratio
Satt009	Fe effic 3-4	Fe effic
Satt009	Flower number 1-2	Flower number
Satt009	Japanese beetle resistance 1-8	Japanese beetle resistance
Satt009	Phytoph 14-5	Phytoph
Satt009	Sclero 2-21	Sclero
Satt009	Sclero 3-15	Sclero
Satt009	Sclero 4-9	Sclero
Satt009	Sclero 5-13	Sclero
Satt009	Sclero 6-10	Sclero
Satt009	Seed isoflavone 4-2	Seed isoflavone
Satt009	Seed linolenic 14-6	Seed linolenic
Satt009	Seed oil 24-5	Seed oil
Satt009	Seed oil 39-14	Seed oil
Satt009	Seed stearic 8-5	Seed stearic
Satt012	Fe effic 7-1	Fe effic
Satt012	Fe effic 8-2	Fe effic
Satt012	Fe effic 9-3	Fe effic
Satt012	Plant P 3-3	Plant P
Satt012	Plant weight, dry 1-3	Plant weight, dry
Satt012	SCN 19-4	SCN
Satt012	SCN 20-4	SCN
Satt012	Seed protein 28-2	Seed protein
Satt012	Seed tocopherol, gamma 2-4	Seed tocopherol, gamma
Satt012	Shoot weight, dry 4-4	Shoot weight, dry
Satt012	Southern root-knot nematode 3-2	Southern root-knot nematode
Satt012	Southern root-knot nematode 4-1	Southern root-knot nematode
Satt014	Seed weight 14-1	Seed weight
Satt020	Fe effic 11-1	Fe effic
Satt020	Fe effic 4-1	Fe effic
Satt020	Fe effic 8-1	Fe effic
Satt020	Seed oil 14-1	Seed oil
Satt020	Seed oil 43-4	Seed oil
Satt020	Seed oligosaccharide 2-1	Seed oligosaccharide
Satt020	Seed oligosaccharide 2-1	Seed oligosaccharide
Satt020	Seed sucrose 3-1	Seed sucrose
Satt020	Seed sucrose 3-1	Seed sucrose
Satt022	Leaflet chlorophyll 1-3	Leaflet chlorophyll
Satt022	Leaflet shape, UV-B induced 1-1	Leaflet shape, UV-B induced
Satt022	Leaflet width 8-15	Leaflet width
Satt022	Leaflet width 9-7	Leaflet width
Satt022	mqSeed Oil-025	Seed Oil
Satt022	Petiole color, UV-B induced 1-1	Petiole color, UV-B induced
Satt022	Plant damage, UV-B induced 1-1	Plant damage, UV-B induced
Satt022	Plant height 26-17	Plant height
Satt022	Plant height 26-17	Plant height
Satt022	Pod wall to Pod weight ratio 1-4	Pod wall to Pod weight ratio
Satt022	Seed length 1-4	Seed length
Satt022	Seed length 1-4	Seed length
Satt022	Seed linoleic 6-1	Seed linoleic
Satt022	Seed number 6-2	Seed number
Satt022	Seed oil 24-34	Seed oil
Satt022	Seed oil 28-3	Seed oil
Satt022	Seed oil 36-9	Seed oil
Satt022	Seed oil 43-30	Seed oil
Satt022	Seed oleic 6-1	Seed oleic
Satt022	Seed protein 36-34	Seed protein
Satt022	Seed protein 36-35	Seed protein
Satt022	Seed stearic 6-5	Seed stearic
Satt022	Seed thickness 1-2	Seed thickness
Satt022	Seed weight 46-2	Seed weight
Satt022	Seed weight per plant 5-3	Seed weight per plant
Satt022	Whitefly resistance 1-3	Whitefly resistance
Satt030	Phytoph 10-1	Phytoph
Satt030	Seed stearic 8-3	Seed stearic
Satt030	Seed tocopherol, delta 2-2	Seed tocopherol, delta
Satt031	Canopy wilt 5-2	Canopy wilt
Satt031	Seed oil 30-6	Seed oil
Satt038	SCN 13-1	SCN
Satt038	SCN 32-1	SCN
Satt038	SCN 32-1	SCN
Satt038	SCN 40-2	SCN
Satt038	SCN 42-2	SCN
Satt038	SDS 11-3	SDS
Satt038	SDS 5-1	SDS
Satt038	Seed linoleic 3-1	Seed linoleic
Satt038	Seed protein 28-5	Seed protein
Satt041	mqCanopy wilt-005	Canopy wilt
Satt041	mqCanopy wilt-018	Canopy wilt
Satt041	Node number 4-1	Node number
Satt041	Plant P 3-7	Plant P
Satt041	Whitefly resistance 1-2	Whitefly resistance
Satt042	Plant height 26-1	Plant height
Satt042	Plant height 26-1	Plant height
Satt042	Plant height 26-2	Plant height
Satt042	Plant height 26-2	Plant height
Satt042	Seed weight 37-12	Seed weight
Satt045	Plant height 26-10	Plant height
Satt045	Plant height 26-10	Plant height
Satt045	Seed Cys 3-6	Seed Cys
Satt045	Seed Met 3-6	Seed Met
Satt045	Seed N at R7 1-5	Seed N at R7
Satt045	Seed oil 36-3	Seed oil
Satt045	Seed oil 39-8	Seed oil
Satt045	Seed palmitic 7-3	Seed palmitic
Satt045	Seed width 3-2	Seed width
Satt045	Seed width to thickness ratio 1-5	Seed width to thickness ratio
Satt046	Sclero 1-3	Sclero
Satt046	Sclero 1-6	Sclero
Satt046	Seed weight 35-6	Seed weight
Satt046	Seed weight 36-6	Seed weight
Satt046	Seed yield 23-1	Seed yield
Satt049	First flower 25-3	First flower
Satt049	Seed oil 27-8	Seed oil
Satt050	Leaflet width 8-1	Leaflet width
Satt050	Leaflet width 9-1	Leaflet width
Satt050	Pod dehiscence 3-1	Pod dehiscence
Satt050	Seed abortion 1-6	Seed abortion
Satt050	Seed oleic 6-5	Seed oleic
Satt055	First flower 24-2	First flower
Satt055	Photoperiod insensitivity 5-2	Photoperiod insensitivity
Satt063	Fe effic 3-2	Fe effic
Satt063	Fe effic 9-2	Fe effic
Satt063	Leaflet shape 7-2	Leaflet shape
Satt063	Leaflet width 7-1	Leaflet width
Satt063	Seed daidzein 4-1	Seed daidzein
Satt063	Seed genistein 4-1	Seed genistein
Satt063	Seed linoleic 3-3	Seed linoleic
Satt063	Seed linolenic 11-2	Seed linolenic
Satt063	Seed linolenic 3-3	Seed linolenic
Satt063	Seed oil 30-4	Seed oil
Satt063	Seed oil 43-2	Seed oil
Satt063	Seed protein 26-10	Seed protein
Satt063	Seed protein 28-4	Seed protein
Satt066	Canopy wilt 2-5	Canopy wilt
Satt066	Nodule number 3-1	Nodule number
Satt066	Nodule weight per plant, dry 1-1	Nodule weight per plant, dry
Satt066	Pod maturity 24-1	Pod maturity
Satt066	Pod maturity 24-11	Pod maturity
Satt066	Seed isoflavone 7-6	Seed isoflavone
Satt066	Seed linolenic 7-6	Seed linolenic
Satt066	Seed oil 37-4	Seed oil
Satt066	Seed weight 29-4	Seed weight
Satt066	Seed yield to Plant height ratio 3-4	Seed yield to Plant height ratio
Satt070	Canopy wilt 2-5	Canopy wilt
Satt070	Fe effic 11-1	Fe effic
Satt070	Fe effic 3-1	Fe effic
Satt070	Fe effic 4-1	Fe effic
Satt070	Phytoph 9-4	Phytoph
Satt070	Sclero 2-4	Sclero
Satt070	Sclero 5-2	Sclero
Satt070	Seed oil 30-4	Seed oil
Satt070	Seed oil 43-3	Seed oil
Satt070	Seed palmitic 4-6	Seed palmitic
Satt070	Seed protein 28-4	Seed protein
Satt070	Seed protein 36-3	Seed protein
Satt070	Seed protein 36-4	Seed protein
Satt070	Seed stearic 4-1	Seed stearic
Satt070	Seed stearic 4-1	Seed stearic
Satt070	Seed weight 13-3	Seed weight
Satt070	Seed weight 36-14	Seed weight
Satt070	Seed width 4-7	Seed width
Satt071	Lodging 20-4	Lodging
Satt071	Pubescence density 3-1	Pubescence density
Satt071	Seed weight 15-2	Seed weight
Satt071	Whitefly resistance 1-1	Whitefly resistance
Satt072	Canopy wilt 1-4	Canopy wilt
Satt072	First flower 27-1	First flower
Satt072	Pod maturity 36-1	Pod maturity
Satt072	Root to Shoot weight ratio 2-2	Root to Shoot weight ratio
Satt072	Seed length 1-9	Seed length
Satt072	Seed length 1-9	Seed length
Satt073	Seed agglutinin 2-1	Seed agglutinin
Satt076	Canopy wilt 2-7	Canopy wilt
Satt076	First flower 24-3	First flower
Satt076	First flower 25-4	First flower
Satt076	Leaflet area 4-4	Leaflet area
Satt076	Pod number 9-3	Pod number
Satt076	Seed acidic fraction 1-4	Seed acidic fraction
Satt076	Seed Glu 1-5	Seed Glu
Satt076	Seed Leu 1-5	Seed Leu
Satt076	Seed sucrose 2-11	Seed sucrose
Satt076	Seed yield 24-1	Seed yield
Satt076	Seed yield 24-1	Seed yield
Satt077	Leaflet chlorophyll 1-6	Leaflet chlorophyll
Satt077	Seed length to width ratio 1-1	Seed length to width ratio
Satt077	Seed protein 13-1	Seed protein
Satt077	Seed protein 31-3	Seed protein
Satt077	Seed weight 45-2	Seed weight
Satt079	Leaflet trigonelline, dry 1-2	Leaflet trigonelline, dry
Satt079	Leaflet trigonelline, fresh 1-2	Leaflet trigonelline, fresh
Satt079	Plant height 3-2	Plant height
Satt079	Pod maturity 4-1	Pod maturity
Satt079	Pod number 11-3	Pod number
Satt079	SDS 11-1	SDS
Satt079	Seed linolenic 14-2	Seed linolenic
Satt079	Seed yield 21-2	Seed yield
Satt079	Seed yield 3-2	Seed yield
Satt079	Seed yield to Plant height ratio 4-2	Seed yield to Plant height ratio
Satt079	Stem strength, main 1-6	Stem strength, main
Satt080	Flower number 1-2	Flower number
Satt080	Root length, primary 2-3	Root length, primary
Satt080	Root weight, dry 1-2	Root weight, dry
Satt080	SDS 8-3	SDS
Satt080	Seed daidzein 4-4	Seed daidzein
Satt080	Seed isoflavone 1-4	Seed isoflavone
Satt080	Shoot weight, dry 1-3	Shoot weight, dry
Satt080	Shoot weight, fresh 1-4	Shoot weight, fresh
Satt082	SCN 16-1	SCN
Satt082	SCN 38-6	SCN
Satt082	Seed yield 26-1	Seed yield
Satt083:B2:51.49	Seed tocopherol, gamma 3-5	Seed tocopherol, gamma
Satt089	Seed Lys 3-1	Seed Lys
Satt094	Seed length 4-2	Seed length
Satt095	Flower number 1-1	Flower number
Satt095	Plant height 13-1	Plant height
Satt095	Pod number 1-1	Pod number
Satt095	Seed width 1-9	Seed width
Satt095	Seed width 1-9	Seed width
Satt095	Seed yield to Plant height ratio 3-3	Seed yield to Plant height ratio
Satt100	First flower 18-1	First flower
Satt100	First flower 20-1	First flower
Satt100	First flower 22-2	First flower
Satt100	First flower 22-2	First flower
Satt100	First flower 26-18	First flower
Satt100	Flood tolerance 4-1	Flood tolerance
Satt100	Flood tolerance 4-1	Flood tolerance
satt100	Hypocotyl weight 1-3	Hypocotyl weight
Satt100	Leaflet shape 8-5	Leaflet shape
Satt100	Leaflet shape 9-4	Leaflet shape
Satt100	Leaflet shape, UV-B induced 10-2	Leaflet shape, UV-B induced
Satt100	Lodging 27-3	Lodging
Satt100	Node number 4-2	Node number
Satt100	Phomopsis seed decay 3-1	Phomopsis seed decay
Satt100	Phomopsis seed decay 4-1	Phomopsis seed decay
Satt100	Phytoph 6-6	Phytoph
Satt100	Plant height 29-1	Plant height
Satt100	Plant height 30-1	Plant height
Satt100	Plant height 35-2	Plant height
Satt100	Pod maturity 25-1	Pod maturity
Satt100	Pod maturity 28-4	Pod maturity
Satt100	Pod maturity 32-2	Pod maturity
Satt100	Pod maturity 33-2	Pod maturity
Satt100	Pod maturity 34-2	Pod maturity
Satt100	Pod number 5-1	Pod number
Satt100	Pod number 7-1	Pod number
Satt100	Pods per node 3-1	Pods per node
Satt100	Rag 4-1	Rag
Satt100	Seed coat color 1-3	Seed coat color
Satt100	Seed coat color 1-3	Seed coat color
Satt100	Seed oil 31-2	Seed oil
Satt100	Seed oil 33-1	Seed oil
Satt100	Seed oil 38-2	Seed oil
Satt100	Seed oligosaccharide 2-2	Seed oligosaccharide
Satt100	Seed oligosaccharide 2-2	Seed oligosaccharide
Satt100	Seed protein 28-1	Seed protein
Satt100	Seed protein 29-1	Seed protein
Satt100	Seed protein 35-2	Seed protein
Satt100	Seed set 4-1	Seed set
Satt100	Seed weight 31-1	Seed weight
Satt100	Seed weight 34-2	Seed weight
Satt100	Seed weight 35-2	Seed weight
Satt100	Seed weight 40-3	Seed weight
Satt100	Seed yield 28-4	Seed yield
Satt100	Seed, beginning 3-1	Seed, beginning
Satt102	Seed glycinin 2-7	Seed glycinin
Satt102	Seed glycinin plus beta-conglycinin 1-11	Seed glycinin plus beta-conglycinin
Satt102	Seed glycinin plus beta-conglycinin 1-12	Seed glycinin plus beta-conglycinin
Satt102	Seed glycinin to beta-conglycinin ratio 1-6	Seed glycinin to beta-conglycinin ratio
Satt102	Seed oil 42-26	Seed oil
Satt102	Seed oil 43-22	Seed oil
Satt102	Seed Phe 1-5	Seed Phe
Satt102	Seed protein 24-3	Seed protein
Satt102	Seed protein 36-28	Seed protein
Satt102	Seed Ser 1-3	Seed Ser
Satt102	Seed Tyr 1-4	Seed Tyr
Satt102	Seed weight 10-10	Seed weight
Satt114	Chlorosis, leaflet UV-B induced 1-3	Chlorosis, leaflet UV-B induced
Satt114	Leaflet shape, UV-B induced 10-6	Leaflet shape, UV-B induced
Satt114	Lodging 18-3	Lodging
Satt114	Petiole color, UV-B induced 1-4	Petiole color, UV-B induced
Satt114	Rag 4-3	Rag
Satt114	Sclero 2-12	Sclero
Satt114	Sclero 3-9	Sclero
Satt114	Sclero 4-4	Sclero
Satt114	Sclero 5-6	Sclero
Satt114	Sclero 6-5	Sclero
Satt114	Seed daidzein 8-8	Seed daidzein
Satt114	Seed tocopherol, gamma 3-7	Seed tocopherol, gamma
Satt114	Seed weight 13-6	Seed weight
Satt114	Seed weight 15-3	Seed weight
Satt114	Seed weight 44-2	Seed weight
Satt114	Seed weight 45-6	Seed weight
Satt114	Seed weight 50-7	Seed weight
Satt115	SDS 11-5	SDS
Satt117	Lodging 25-1	Lodging
Satt117	Lodging 26-1	Lodging
Satt117	Seed oil plus protein 1-5	Seed oil plus protein
Satt117	Seed protein 27-3	Seed protein
Satt119	Seed fucose 1-1	Seed fucose
Satt122	Flower color 1-1	Flower color
Satt123	Sclero 2-23	Sclero
Satt123	Sclero 3-18	Sclero
Satt123	Sclero 4-10	Sclero
Satt124	Seed daidzein 11-6	Seed daidzein
Satt124	Seed daidzein 13-3	Seed daidzein
Satt124	Seed daidzein 3-3	Seed daidzein
Satt125	Seed coat color 1-4	Seed coat color
