#ID	pathway	protein
6889098	GDP-D-rhamnose biosynthesis	GLYMA.02G37020
6889098	GDP-D-rhamnose biosynthesis	GLYMA.08G13540
6889098	GDP-D-rhamnose biosynthesis	GLYMA.17G07740
6889098	GDP-D-rhamnose biosynthesis	GLYMA.05G03830
6889098	GDP-D-rhamnose biosynthesis	GLYMA.12G06980
6889098	GDP-D-rhamnose biosynthesis	GLYMA.11G08020
6889098	GDP-D-rhamnose biosynthesis	GLYMA.01G37270
6889098	GDP-D-rhamnose biosynthesis	GLYMA.15G04500
6889098	GDP-D-rhamnose biosynthesis	GLYMA.17G14340
6889098	GDP-D-rhamnose biosynthesis	GLYMA.01G33650
6889098	GDP-D-rhamnose biosynthesis	GLYMA.11G15010
6889098	GDP-D-rhamnose biosynthesis	GLYMA.12G36290
6889098	GDP-D-rhamnose biosynthesis	GLYMA.05G30410
6889098	GDP-D-rhamnose biosynthesis	GLYMA.11G36600
6889098	GDP-D-rhamnose biosynthesis	GLYMA.08G11510
6889098	GDP-D-rhamnose biosynthesis	GLYMA.05G04822
6889098	GDP-D-rhamnose biosynthesis	GLYMA.13G33960
6889098	GDP-D-rhamnose biosynthesis	GLYMA.08G42270
6889098	GDP-D-rhamnose biosynthesis	GLYMA.09G03490
6889098	GDP-D-rhamnose biosynthesis	GLYMA.11G15020
6889098	GDP-D-rhamnose biosynthesis	GLYMA.03G03180
6889098	GDP-D-rhamnose biosynthesis	GLYMA.12G06990
6889098	GDP-D-rhamnose biosynthesis	GLYMA.08G15680
6889098	GDP-D-rhamnose biosynthesis	GLYMA.15G27510
6889098	GDP-D-rhamnose biosynthesis	GLYMA.13G40960
6889098	GDP-D-rhamnose biosynthesis	GLYMA.18G12660
6889098	GDP-D-rhamnose biosynthesis	GLYMA.09G36740
6889098	GDP-D-rhamnose biosynthesis	GLYMA.05G28510
6889098	GDP-D-rhamnose biosynthesis	GLYMA.18G00505
6889098	GDP-D-rhamnose biosynthesis	GLYMA.15G14433
6889069	S-adenosyl-L-methionine cycle	GLYMA.13G15140
6889069	S-adenosyl-L-methionine cycle	GLYMA.19G29180
6889069	S-adenosyl-L-methionine cycle	GLYMA.17G23730
6889069	S-adenosyl-L-methionine cycle	GLYMA.04G30350
6889069	S-adenosyl-L-methionine cycle	GLYMA.02G01170
6889069	S-adenosyl-L-methionine cycle	GLYMA.03G38190
6889069	S-adenosyl-L-methionine cycle	GLYMA.17G24322
6889069	S-adenosyl-L-methionine cycle	GLYMA.17G24366
6889069	S-adenosyl-L-methionine cycle	GLYMA.16G04240
6889069	S-adenosyl-L-methionine cycle	GLYMA.19G40810
6889069	S-adenosyl-L-methionine cycle	GLYMA.05G10840
6889027	NAD biosynthesis I (from aspartate)	GLYMA.02G40470
6889027	NAD biosynthesis I (from aspartate)	GLYMA.05G08550
6889027	NAD biosynthesis I (from aspartate)	GLYMA.05G02710
6889027	NAD biosynthesis I (from aspartate)	GLYMA.09G21050
6889027	NAD biosynthesis I (from aspartate)	GLYMA.17G13410
6889142	Xyloglucan biosynthesis	GLYMA.17G11060
6889142	Xyloglucan biosynthesis	GLYMA.17G10980
6889142	Xyloglucan biosynthesis	GLYMA.10G04640
6889142	Xyloglucan biosynthesis	GLYMA.03G32481
6889142	Xyloglucan biosynthesis	GLYMA.19G39760
6889142	Xyloglucan biosynthesis	GLYMA.05G00860
6889142	Xyloglucan biosynthesis	GLYMA.06G21090
6889142	Xyloglucan biosynthesis	GLYMA.05G22680
6889142	Xyloglucan biosynthesis	GLYMA.01G40270
6889142	Xyloglucan biosynthesis	GLYMA.11G05020
6889142	Xyloglucan biosynthesis	GLYMA.09G05010
6889142	Xyloglucan biosynthesis	GLYMA.13G18940
6889142	Xyloglucan biosynthesis	GLYMA.05G00920
6889142	Xyloglucan biosynthesis	GLYMA.19G35210
6889142	Xyloglucan biosynthesis	GLYMA.15G15820
6889142	Xyloglucan biosynthesis	GLYMA.04G33170
6889142	Xyloglucan biosynthesis	GLYMA.03G37150
6889025	oleoresin monoterpene volatiles biosynthesis	GLYMA.17G15256
6889088	leucodelphinidin biosynthesis	GLYMA.02G05470
6889088	leucodelphinidin biosynthesis	GLYMA.01G37120
6889088	leucodelphinidin biosynthesis	GLYMA.05G00500
6889088	leucodelphinidin biosynthesis	GLYMA.17G08550
6889088	leucodelphinidin biosynthesis	GLYMA.16G23880
6889088	leucodelphinidin biosynthesis	GLYMA.05G00510
6889088	leucodelphinidin biosynthesis	GLYMA.06G21920
6889088	leucodelphinidin biosynthesis	GLYMA.05G00530
6889088	leucodelphinidin biosynthesis	GLYMA.02G05450
6889026	kievitone biosynthesis	GLYMA.09G01820
6889026	kievitone biosynthesis	GLYMA.20G11177
6889026	kievitone biosynthesis	GLYMA.15G12780
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.09G01820
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.20G11177
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.17G18160
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.08G09890
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.02G06590
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.19G32660
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.15G12780
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.05G21570
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.11G06820
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.16G25620
6889030	trans,trans-farnesyl diphosphate biosynthesis	GLYMA.01G38481
6888973	alanine biosynthesis II	GLYMA.01G03260
6888973	alanine biosynthesis II	GLYMA.02G04320
6889054	ascorbate biosynthesis	GLYMA.02G37590
6889054	ascorbate biosynthesis	GLYMA.20G32030
6889054	ascorbate biosynthesis	GLYMA.10G35490
6889054	ascorbate biosynthesis	GLYMA.18G46390
6889054	ascorbate biosynthesis	GLYMA.04G09800
6889054	ascorbate biosynthesis	GLYMA.20G02220
6889054	ascorbate biosynthesis	GLYMA.19G06740
6889054	ascorbate biosynthesis	GLYMA.14G35881
6889054	ascorbate biosynthesis	GLYMA.06G09880
6889054	ascorbate biosynthesis	GLYMA.08G48120
6889054	ascorbate biosynthesis	GLYMA.18G53370
6889054	ascorbate biosynthesis	GLYMA.06G03560
6889054	ascorbate biosynthesis	GLYMA.04G03490
6889054	ascorbate biosynthesis	GLYMA.19G02031
6889054	ascorbate biosynthesis	GLYMA.18G03840
6889054	ascorbate biosynthesis	GLYMA.13G07660
6889054	ascorbate biosynthesis	GLYMA.14G07150
6889054	ascorbate biosynthesis	GLYMA.09G39800
6889054	ascorbate biosynthesis	GLYMA.02G41820
6889054	ascorbate biosynthesis	GLYMA.11G34550
6889079	asparagine biosynthesis I	GLYMA.11G36200
6889079	asparagine biosynthesis I	GLYMA.04G08560
6889079	asparagine biosynthesis I	GLYMA.11G36190
6889079	asparagine biosynthesis I	GLYMA.18G02060
6889079	asparagine biosynthesis I	GLYMA.08G14720
6889079	asparagine biosynthesis I	GLYMA.17G33050
6889079	asparagine biosynthesis I	GLYMA.05G31490
6889079	asparagine biosynthesis I	GLYMA.11G38130
6889079	asparagine biosynthesis I	GLYMA.06G42830
6889079	asparagine biosynthesis I	GLYMA.06G08670
6889079	asparagine biosynthesis I	GLYMA.14G13480
6889091	flavin biosynthesis	GLYMA.07G07815
6889091	flavin biosynthesis	GLYMA.08G06330
6889091	flavin biosynthesis	GLYMA.08G09260
6889091	flavin biosynthesis	GLYMA.03G01270
6889091	flavin biosynthesis	GLYMA.10G43240
6888998	mevalonate pathway	GLYMA.05G03600
6888998	mevalonate pathway	GLYMA.04G33335
6888998	mevalonate pathway	GLYMA.01G36080
6888998	mevalonate pathway	GLYMA.14G05020
6888998	mevalonate pathway	GLYMA.18G47770
6888998	mevalonate pathway	GLYMA.11G02950
6888998	mevalonate pathway	GLYMA.19G42440
6888998	mevalonate pathway	GLYMA.09G38550
6888998	mevalonate pathway	GLYMA.17G00910
6888998	mevalonate pathway	GLYMA.11G09330
6888998	mevalonate pathway	GLYMA.16G21620
6888998	mevalonate pathway	GLYMA.09G27380
6888998	mevalonate pathway	GLYMA.20G05530
6888998	mevalonate pathway	GLYMA.16G32480
6888998	mevalonate pathway	GLYMA.02G47860
6888998	mevalonate pathway	GLYMA.09G32850
6888998	mevalonate pathway	GLYMA.07G39870
6888998	mevalonate pathway	GLYMA.17G14150
6888998	mevalonate pathway	GLYMA.02G44070
6888998	mevalonate pathway	GLYMA.03G39890
6888998	mevalonate pathway	GLYMA.20G24400
6888998	mevalonate pathway	GLYMA.14G00760
6888998	mevalonate pathway	GLYMA.01G42450
6888998	mevalonate pathway	GLYMA.10G42630
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.05G09460
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.18G03930
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.01G31320
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.07G06270
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.14G00320
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.16G02910
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.07G19120
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.14G10730
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.11G04220
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.18G43676
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.15G10140
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.01G39020
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.17G17840
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.02G14880
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.06G05440
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.01G02290
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.02G48160
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.08G36770
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.04G05380
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.13G08120
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.11G35670
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.17G34800
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.02G42990
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.02G41750
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.14G07210
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.01G12970
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.17G20610
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.09G33700
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.14G06100
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.14G30260
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.11G06250
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.07G33600
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.08G24960
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.06G13150
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.11G34410
6889127	Abscisic acid (ABA) mediated signaling	GLYMA.13G28901
6889035	homoserine biosynthesis	GLYMA.19G27500
6889035	homoserine biosynthesis	GLYMA.05G34420
6889035	homoserine biosynthesis	GLYMA.08G11370
6889035	homoserine biosynthesis	GLYMA.05G28380
6889035	homoserine biosynthesis	GLYMA.18G00600
6889035	homoserine biosynthesis	GLYMA.16G26300
6889035	homoserine biosynthesis	GLYMA.02G07300
6889035	homoserine biosynthesis	GLYMA.08G05250
6889035	homoserine biosynthesis	GLYMA.07G29630
6889035	homoserine biosynthesis	GLYMA.20G11950
6889035	homoserine biosynthesis	GLYMA.16G05380
6889035	homoserine biosynthesis	GLYMA.20G01220
6889034	lysine biosynthesis II	GLYMA.19G27500
6889034	lysine biosynthesis II	GLYMA.16G09020
6889034	lysine biosynthesis II	GLYMA.05G28380
6889034	lysine biosynthesis II	GLYMA.18G00600
6889034	lysine biosynthesis II	GLYMA.08G05250
6889034	lysine biosynthesis II	GLYMA.10G06090
6889034	lysine biosynthesis II	GLYMA.03G33830
6889034	lysine biosynthesis II	GLYMA.20G01220
6889034	lysine biosynthesis II	GLYMA.10G38370
6889034	lysine biosynthesis II	GLYMA.05G34420
6889034	lysine biosynthesis II	GLYMA.06G18110
6889034	lysine biosynthesis II	GLYMA.13G20390
6889034	lysine biosynthesis II	GLYMA.06G18120
6889034	lysine biosynthesis II	GLYMA.18G45380
6889034	lysine biosynthesis II	GLYMA.11G37360
6889034	lysine biosynthesis II	GLYMA.07G06610
6889034	lysine biosynthesis II	GLYMA.02G07300
6889034	lysine biosynthesis II	GLYMA.20G29480
6889034	lysine biosynthesis II	GLYMA.19G36580
6889034	lysine biosynthesis II	GLYMA.05G06420
6889034	lysine biosynthesis II	GLYMA.19G22780
6889034	lysine biosynthesis II	GLYMA.16G03180
6889034	lysine biosynthesis II	GLYMA.03G22790
6889034	lysine biosynthesis II	GLYMA.08G11370
6889034	lysine biosynthesis II	GLYMA.04G36870
6889034	lysine biosynthesis II	GLYMA.16G26300
6889034	lysine biosynthesis II	GLYMA.04G36860
6889034	lysine biosynthesis II	GLYMA.07G29630
6889034	lysine biosynthesis II	GLYMA.04G00270
6889034	lysine biosynthesis II	GLYMA.09G40460
6889034	lysine biosynthesis II	GLYMA.18G01330
6889034	lysine biosynthesis II	GLYMA.16G05380
6889034	lysine biosynthesis II	GLYMA.06G00320
6889121	glutamine biosynthesis I	GLYMA.02G41106
6889121	glutamine biosynthesis I	GLYMA.14G39420
6889121	glutamine biosynthesis I	GLYMA.07G11810
6889121	glutamine biosynthesis I	GLYMA.09G30370
6889121	glutamine biosynthesis I	GLYMA.18G04660
6889121	glutamine biosynthesis I	GLYMA.02G41120
6889121	glutamine biosynthesis I	GLYMA.11G33560
6889006	methionine salvage pathway	GLYMA.07G15380
6889006	methionine salvage pathway	GLYMA.11G04890
6889006	methionine salvage pathway	GLYMA.05G37410
6889006	methionine salvage pathway	GLYMA.15G19690
6889006	methionine salvage pathway	GLYMA.03G38190
6889006	methionine salvage pathway	GLYMA.02G01170
6889006	methionine salvage pathway	GLYMA.17G16990
6889006	methionine salvage pathway	GLYMA.10G40730
6889006	methionine salvage pathway	GLYMA.04G00770
6889006	methionine salvage pathway	GLYMA.08G02130
6889006	methionine salvage pathway	GLYMA.08G03400
6889006	methionine salvage pathway	GLYMA.01G40400
6889006	methionine salvage pathway	GLYMA.20G26580
6889006	methionine salvage pathway	GLYMA.01G00700
6889006	methionine salvage pathway	GLYMA.04G05150
6889006	methionine salvage pathway	GLYMA.19G40810
6889006	methionine salvage pathway	GLYMA.04G00785
6889006	methionine salvage pathway	GLYMA.06G00790
6889006	methionine salvage pathway	GLYMA.07G07160
6889006	methionine salvage pathway	GLYMA.06G00800
6889006	methionine salvage pathway	GLYMA.11G02390
6889006	methionine salvage pathway	GLYMA.16G03600
6889006	methionine salvage pathway	GLYMA.05G23020
6889006	methionine salvage pathway	GLYMA.09G39060
6889006	methionine salvage pathway	GLYMA.01G45520
6889006	methionine salvage pathway	GLYMA.18G47280
6889006	methionine salvage pathway	GLYMA.05G36250
6889006	methionine salvage pathway	GLYMA.06G05240
6889006	methionine salvage pathway	GLYMA.09G08190
6888979	13-LOX and 13-HPL pathway	GLYMA.13G03790
6888979	13-LOX and 13-HPL pathway	GLYMA.12G05840
6888979	13-LOX and 13-HPL pathway	GLYMA.20G11600
6888979	13-LOX and 13-HPL pathway	GLYMA.03G42500
6888979	13-LOX and 13-HPL pathway	GLYMA.11G13880
6888979	13-LOX and 13-HPL pathway	GLYMA.07G31660
6888979	13-LOX and 13-HPL pathway	GLYMA.13G31280
6888979	13-LOX and 13-HPL pathway	GLYMA.19G45280
6888979	13-LOX and 13-HPL pathway	GLYMA.20G11610
6888979	13-LOX and 13-HPL pathway	GLYMA.16G01070
6888979	13-LOX and 13-HPL pathway	GLYMA.20G11680
6888979	13-LOX and 13-HPL pathway	GLYMA.02G26160
6888979	13-LOX and 13-HPL pathway	GLYMA.07G04480
6888979	13-LOX and 13-HPL pathway	GLYMA.11G13870
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.18G45636
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.03G02380
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.20G35492
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.10G32130
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.11G32682
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.18G45700
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.17G13830
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.09G40313
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.18G38038
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.09G28120
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.16G24040
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.07G09090
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.20G35498
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.18G45690
6889046	pantothenate and coenzyme A biosynthesis III	GLYMA.09G40320
6889024	tetrahydrofolate biosynthesis I	GLYMA.20G25960
6889024	tetrahydrofolate biosynthesis I	GLYMA.19G38854
6889024	tetrahydrofolate biosynthesis I	GLYMA.07G07420
6889024	tetrahydrofolate biosynthesis I	GLYMA.04G01244
6889024	tetrahydrofolate biosynthesis I	GLYMA.16G04120
6889024	tetrahydrofolate biosynthesis I	GLYMA.06G01280
6889024	tetrahydrofolate biosynthesis I	GLYMA.12G04480
6889024	tetrahydrofolate biosynthesis I	GLYMA.16G03830
6889024	tetrahydrofolate biosynthesis I	GLYMA.03G36210
6889024	tetrahydrofolate biosynthesis I	GLYMA.10G41290
6889024	tetrahydrofolate biosynthesis I	GLYMA.02G13270
6889024	tetrahydrofolate biosynthesis I	GLYMA.01G07791
6889024	tetrahydrofolate biosynthesis I	GLYMA.19G29380
6889024	tetrahydrofolate biosynthesis I	GLYMA.11G12280
6889135	lysine biosynthesis VI	GLYMA.19G27500
6889135	lysine biosynthesis VI	GLYMA.08G06790
6889135	lysine biosynthesis VI	GLYMA.05G28380
6889135	lysine biosynthesis VI	GLYMA.18G00600
6889135	lysine biosynthesis VI	GLYMA.07G06610
6889135	lysine biosynthesis VI	GLYMA.08G05250
6889135	lysine biosynthesis VI	GLYMA.02G07300
6889135	lysine biosynthesis VI	GLYMA.20G29480
6889135	lysine biosynthesis VI	GLYMA.10G06090
6889135	lysine biosynthesis VI	GLYMA.19G36580
6889135	lysine biosynthesis VI	GLYMA.03G33830
6889135	lysine biosynthesis VI	GLYMA.16G03180
6889135	lysine biosynthesis VI	GLYMA.07G30460
6889135	lysine biosynthesis VI	GLYMA.10G38370
6889135	lysine biosynthesis VI	GLYMA.05G34420
6889135	lysine biosynthesis VI	GLYMA.08G11370
6889135	lysine biosynthesis VI	GLYMA.16G26300
6889135	lysine biosynthesis VI	GLYMA.09G40460
6889135	lysine biosynthesis VI	GLYMA.13G20390
6889135	lysine biosynthesis VI	GLYMA.16G05380
6889135	lysine biosynthesis VI	GLYMA.18G45380
6889126	Mitochondrial pyruvate metabolism	GLYMA.07G36040
6889126	Mitochondrial pyruvate metabolism	GLYMA.17G04210
6889008	polyisoprenoid biosynthesis	GLYMA.20G11177
6889008	polyisoprenoid biosynthesis	GLYMA.18G47770
6889008	polyisoprenoid biosynthesis	GLYMA.13G33710
6889008	polyisoprenoid biosynthesis	GLYMA.09G38550
6889008	polyisoprenoid biosynthesis	GLYMA.16G25620
6889008	polyisoprenoid biosynthesis	GLYMA.01G38481
6889008	polyisoprenoid biosynthesis	GLYMA.10G00580
6889008	polyisoprenoid biosynthesis	GLYMA.09G01820
6889008	polyisoprenoid biosynthesis	GLYMA.15G39070
6889008	polyisoprenoid biosynthesis	GLYMA.17G18160
6889008	polyisoprenoid biosynthesis	GLYMA.08G09890
6889008	polyisoprenoid biosynthesis	GLYMA.02G06590
6889008	polyisoprenoid biosynthesis	GLYMA.16G22502
6889008	polyisoprenoid biosynthesis	GLYMA.19G32660
6889008	polyisoprenoid biosynthesis	GLYMA.15G12780
6889008	polyisoprenoid biosynthesis	GLYMA.09G33130
6889008	polyisoprenoid biosynthesis	GLYMA.05G21570
6889008	polyisoprenoid biosynthesis	GLYMA.11G06820
6889089	leucopelargonidin and leucocyanidin biosynthesis	GLYMA.02G05470
6889089	leucopelargonidin and leucocyanidin biosynthesis	GLYMA.01G37120
6889089	leucopelargonidin and leucocyanidin biosynthesis	GLYMA.05G00500
6889089	leucopelargonidin and leucocyanidin biosynthesis	GLYMA.17G08550
6889089	leucopelargonidin and leucocyanidin biosynthesis	GLYMA.16G23880
6889089	leucopelargonidin and leucocyanidin biosynthesis	GLYMA.05G00510
6889089	leucopelargonidin and leucocyanidin biosynthesis	GLYMA.06G21920
6889089	leucopelargonidin and leucocyanidin biosynthesis	GLYMA.05G00530
6889089	leucopelargonidin and leucocyanidin biosynthesis	GLYMA.02G05450
6889032	starch biosynthesis	GLYMA.02G37590
6889032	starch biosynthesis	GLYMA.08G04890
6889032	starch biosynthesis	GLYMA.10G35490
6889032	starch biosynthesis	GLYMA.17G01900
6889032	starch biosynthesis	GLYMA.18G49480
6889032	starch biosynthesis	GLYMA.04G09800
6889032	starch biosynthesis	GLYMA.07G38820
6889032	starch biosynthesis	GLYMA.19G02690
6889032	starch biosynthesis	GLYMA.11G12410
6889032	starch biosynthesis	GLYMA.06G03560
6889032	starch biosynthesis	GLYMA.19G02031
6889032	starch biosynthesis	GLYMA.03G05135
6889032	starch biosynthesis	GLYMA.15G11500
6889032	starch biosynthesis	GLYMA.02G47460
6889032	starch biosynthesis	GLYMA.07G39040
6889032	starch biosynthesis	GLYMA.05G25790
6889032	starch biosynthesis	GLYMA.20G32030
6889032	starch biosynthesis	GLYMA.04G01350
6889032	starch biosynthesis	GLYMA.13G27480
6889032	starch biosynthesis	GLYMA.06G03340
6889032	starch biosynthesis	GLYMA.06G13480
6889032	starch biosynthesis	GLYMA.20G02220
6889032	starch biosynthesis	GLYMA.13G05441
6889032	starch biosynthesis	GLYMA.14G01290
6889032	starch biosynthesis	GLYMA.17G37100
6889032	starch biosynthesis	GLYMA.14G35881
6889032	starch biosynthesis	GLYMA.06G09880
6889032	starch biosynthesis	GLYMA.20G29230
6889032	starch biosynthesis	GLYMA.12G04630
6889032	starch biosynthesis	GLYMA.08G08740
6889032	starch biosynthesis	GLYMA.19G41100
6889032	starch biosynthesis	GLYMA.05G34790
